sample_id,E_T,rho,AAV,PF,VPA,RBI,WE,B,N,S,O,F,Na,Al,Si,P,Cl,Ge,Br,I,ln_D
s275,3.1684956267010485,2.7981774820657783,30.382155791854228,0.3367570139216606,52.337144283778095,8.606022141511822,2.127627118644068,0.09322033898305085,0.0,0.3686440677966102,0.0,0.0,0.211864406779661,0.0,0.038135593220338986,0.0,0.0,0.07627118644067797,0.0,0.211864406779661,-10.159936752543913
s276,3.2836876232192678,1.933167709367696,22.595053555206885,0.26494467219937706,33.410695304381754,1.8387844291534792,2.7211858974358973,0.0,0.0,0.3525641025641026,0.0,0.32371794871794873,0.14743589743589744,0.0,0.0,0.1762820512820513,0.0,0.0,0.0,0.0,-9.893091855676364
s277,3.753369095112522,2.5886216050583157,27.21430790976293,0.43476406030964126,53.89500193894229,9.50761916666397,1.9642574257425742,0.16831683168316833,0.0,0.32673267326732675,0.0,0.0,0.32673267326732675,0.0,0.0,0.0,0.0,0.0,0.0,0.1782178217821782,-10.580011071988698
s278,3.3033038035085975,2.310674752503127,30.156489088472135,0.2294106088701652,44.72484130512533,3.7698561830288733,2.478827361563518,0.0,0.0,0.36482084690553745,0.0,0.0,0.08794788273615635,0.0,0.0,0.0,0.30944625407166126,0.23778501628664495,0.0,0.0,-9.755722482554988
s279,3.9957791434281202,1.9907556169432972,25.311865501250832,0.41696876564473295,45.19975982366218,3.9304296405076626,2.1360444444444444,0.0,0.0,0.32,0.0,0.0,0.3022222222222222,0.04888888888888889,0.0,0.07555555555555556,0.24,0.013333333333333334,0.0,0.0,-10.54196564724137
s280,4.516291665542109,2.3635739456197578,24.16355808430196,0.2960862573253242,40.43368719439857,5.368484670206946,2.211832669322709,0.055776892430278883,0.0,0.5976095617529881,0.0,0.0,0.11952191235059761,0.0,0.10358565737051793,0.0,0.0,0.12350597609561753,0.0,0.0,-10.803324594837278
s281,4.982152735391242,3.0593093507002584,30.208864899716925,0.2731354111683688,46.991567621781954,7.352481885833541,2.284,0.0,0.0,0.49642857142857144,0.0,0.0,0.09642857142857143,0.0,0.0,0.0,0.0,0.26071428571428573,0.0,0.14642857142857144,-10.028986868010257
s282,3.047388007299533,2.6394695757946462,34.87188114110712,0.25069291541948846,56.53143464490036,4.712257493126025,2.2285057471264373,0.16091954022988506,0.0,0.31800766283524906,0.0,0.0,0.10727969348659004,0.11494252873563218,0.0,0.0,0.0,0.0,0.0,0.2988505747126437,-9.947558731361232
s283,4.006266441832253,2.6623001575105287,24.39136329856351,0.2591813585142506,37.29684652531669,1.7658078166384925,2.5568858131487886,0.0,0.0,0.4602076124567474,0.0,0.19377162629757785,0.08996539792387544,0.0,0.0,0.0,0.0,0.2560553633217993,0.0,0.0,-10.673985119175686
s284,4.2588138539333125,2.3949166925807175,25.393086248138307,0.5115915021832308,52.69748006334082,6.381294976371261,1.9191191709844562,0.09844559585492228,0.0,0.27979274611398963,0.0,0.0,0.40414507772020725,0.0,0.0,0.0,0.10362694300518134,0.015544041450777202,0.0,0.09844559585492228,-10.77011861141055
s285,3.088593384957463,2.60760861952417,30.617711655792295,0.34957536272862033,54.917482811182985,5.565152196792158,2.084159292035398,0.12389380530973451,0.0,0.3008849557522124,0.0,0.0,0.24336283185840707,0.05752212389380531,0.017699115044247787,0.0,0.0,0.0,0.06637168141592921,0.1902654867256637,-10.297642362819062
s286,4.775267967184548,1.8926103598166453,22.42459722230919,0.299348690428864,34.34504100890514,4.570575765462166,2.6929553264604813,0.0,0.0,0.0,0.3539518900343643,0.0,0.18213058419243985,0.0,0.0,0.16494845360824742,0.29896907216494845,0.0,0.0,0.0,-10.949663423252163
s287,4.664094529156913,2.4789745434136417,24.542032348782136,0.3008003932614213,39.59849391245216,7.739293518576059,2.242813688212928,0.0,0.0,0.6197718631178707,0.0,0.0,0.12927756653992395,0.0,0.0,0.10646387832699619,0.0,0.1444866920152091,0.0,0.0,-10.529325268806247
s288,5.164668474018944,2.6988839522593246,24.755108701499736,0.3225462089830267,41.14922042434723,2.6896908718704475,2.2662151394422314,0.0,0.0,0.549800796812749,0.0,0.05179282868525897,0.14741035856573706,0.0,0.0,0.0,0.0,0.250996015936255,0.0,0.0,-10.536615594475972
s289,3.944860900714273,2.9493514281743956,27.790436932846266,0.34783152029789777,44.8397847444084,3.5121230243690045,2.464866920152091,0.0,0.0,0.0,0.35361216730038025,0.0,0.23193916349809887,0.0,0.0,0.1482889733840304,0.0,0.0,0.0,0.2661596958174905,-10.488780763299864
s290,4.590954387551172,2.1467730400548426,21.517458047957177,0.36360626615865727,34.479782173232586,4.4032496365991,2.5965413533834583,0.0,0.0,0.0,0.31954887218045114,0.0,0.22180451127819548,0.0,0.0,0.10526315789473684,0.30451127819548873,0.04887218045112782,0.0,0.0,-10.986155809653136
s291,3.6736473583297107,2.3932389014462716,24.63622342179303,0.4346676451201091,49.02852383940989,8.206513289559716,1.9887562189054724,0.19900497512437812,0.0,0.39303482587064675,0.0,0.0,0.29850746268656714,0.0,0.0,0.0,0.0,0.0,0.0,0.10945273631840796,-10.857314677380343
s292,5.157303156841177,2.2757857695800983,22.473566280630664,0.35418356140290835,37.60882520432072,4.395916404120474,2.2532113821138213,0.0,0.0,0.5040650406504065,0.09349593495934959,0.0,0.1910569105691057,0.0,0.0,0.15853658536585366,0.0,0.052845528455284556,0.0,0.0,-10.970963976951431
s293,3.9630246021982543,1.8733663294777356,26.272753687028747,0.2587733853709649,44.024614286372504,2.4318985159399964,2.1995967741935485,0.020161290322580645,0.0,0.5443548387096774,0.0,0.0,0.0846774193548387,0.1975806451612903,0.10080645161290322,0.0,0.05241935483870968,0.0,0.0,0.0,-10.821777046422493
s294,3.9372286651712627,2.3084215607195717,23.712558160790657,0.36788863442403436,39.010982780655546,2.650917898282077,2.3716470588235294,0.0196078431372549,0.0,0.34901960784313724,0.0,0.14901960784313725,0.23921568627450981,0.0,0.0,0.12549019607843137,0.0,0.00784313725490196,0.10980392156862745,0.0,-10.51499637399545
s295,3.4687883095382532,2.4721457423366657,27.456045837901364,0.39292036964205085,52.41608750872077,5.058854969116974,2.0062857142857142,0.13333333333333333,0.0,0.37142857142857144,0.0,0.0,0.26666666666666666,0.0761904761904762,0.0,0.0,0.0,0.0,0.0,0.1523809523809524,-10.575974179137145
s296,3.927164098434349,2.1331934075475893,27.978995882804988,0.296117547802702,46.44513316545625,4.138564526866471,2.1924899598393575,0.0,0.0,0.46987951807228917,0.0,0.0,0.17269076305220885,0.0,0.2248995983935743,0.0,0.0,0.0,0.13253012048192772,0.0,-10.768474218962979
s297,3.901685166004882,2.7152280575087713,26.541031742161707,0.4003964808565197,47.32121938524954,4.275614429850728,2.159652173913044,0.05652173913043478,0.0,0.29130434782608694,0.0,0.030434782608695653,0.2826086956521739,0.0,0.0,0.0,0.0,0.1,0.2391304347826087,0.0,-10.442523321809679
s298,3.7976440486064575,2.2017522817362942,32.04366604631095,0.20671614278755754,47.75134548077707,4.061735483593538,2.3791776315789472,0.0,0.0,0.41776315789473684,0.0,0.0,0.0756578947368421,0.0,0.2532894736842105,0.0,0.0,0.0,0.2532894736842105,0.0,-10.417106072737866
s299,3.802961272209222,2.8164519078840464,28.40165377302114,0.40767598863496984,51.681697849268026,7.2528301322593585,2.0703153153153155,0.04954954954954955,0.0,0.2972972972972973,0.0,0.0,0.30180180180180183,0.0,0.0,0.0,0.0,0.0990990990990991,0.17117117117117117,0.08108108108108109,-10.45418981366769
s300,4.5486945786784165,2.6548349782761003,21.865767257604354,0.40621923067991117,37.15651359159338,1.865216129648279,2.380658436213992,0.0,0.0,0.3662551440329218,0.0,0.18930041152263374,0.23045267489711935,0.0,0.0,0.0,0.03292181069958848,0.18106995884773663,0.0,0.0,-10.92458759723714
s301,3.496628205883104,3.0907410854358157,31.75218978868913,0.31784120078163774,51.39885722044055,7.8521181818455394,2.2045173745173745,0.0,0.0,0.3783783783783784,0.0,0.0,0.1776061776061776,0.0,0.0,0.0,0.0,0.20463320463320464,0.05019305019305019,0.1891891891891892,-10.156925002733287
s302,4.7849210646173,2.7133534061923,23.833432593413832,0.3208347433465392,39.56661358645172,3.6727669534586784,2.2772047244094487,0.0,0.0,0.5236220472440944,0.07874015748031496,0.0,0.1377952755905512,0.0,0.0,0.027559055118110236,0.0,0.23228346456692914,0.0,0.0,-10.848793242602877
s303,3.925431266278865,2.1174570161298987,22.720519202962233,0.27869603842179563,35.930123390731,2.3163761794421407,2.6477573529411766,0.03308823529411765,0.0,0.0,0.31985294117647056,0.0,0.11764705882352941,0.1323529411764706,0.0,0.0,0.3125,0.08455882352941177,0.0,0.0,-10.890304139693061
s304,3.128745605855509,2.777326714480312,32.65432105708167,0.39455463839988786,57.96774823311397,23.79280300514859,2.013187772925764,0.0,0.0,0.2925764192139738,0.0,0.0,0.3318777292576419,0.0,0.0,0.10480349344978165,0.0,0.0,0.0,0.27074235807860264,-10.103541082010429
s305,4.192138427424514,1.9444704336230727,25.232496770929185,0.39937931441492724,45.25828785896818,3.7449562952885063,2.1100884955752215,0.0,0.0,0.3893805309734513,0.0,0.0,0.27876106194690264,0.030973451327433628,0.08849557522123894,0.04424778761061947,0.168141592920354,0.0,0.0,0.0,-10.679030685436128
s306,3.9109432107885427,2.2924352275438635,26.60155426343254,0.3275986728484817,44.69784968073356,4.794271308521068,2.1471255060728747,0.0,0.0,0.5222672064777328,0.0,0.0,0.17813765182186234,0.09716599190283401,0.0,0.12955465587044535,0.0,0.0,0.0,0.0728744939271255,-10.491604863877294
s307,4.412798947457268,2.0707194562922204,28.47630698706422,0.18554181946377393,40.75275933259853,5.135737622966348,2.5353726708074533,0.0,0.0,0.45652173913043476,0.11490683229813664,0.0,0.059006211180124224,0.0,0.0,0.2422360248447205,0.0,0.0,0.12732919254658384,0.0,-10.389687992202672
s308,4.0952206687323285,2.5196709383400444,25.681867855620354,0.3604967717935515,43.94854851349119,4.247167115212124,2.1951851851851854,0.0,0.0,0.448559670781893,0.0,0.0,0.20987654320987653,0.0,0.0,0.0,0.13580246913580246,0.205761316872428,0.0,0.0,-10.433652480376313
s309,3.1816487492950554,2.623421462022886,33.95132801962765,0.2931630610324347,55.71499982708128,4.238588101590168,2.1449609375,0.0,0.0,0.35546875,0.0,0.0,0.1640625,0.10546875,0.12109375,0.0,0.0,0.0,0.0,0.25390625,-10.404902831575457
